,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
5228,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 6HP84",,10463,,,,,,1963,2,D4,780000,10/29/2019 0:00,,
5229,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 2AN",,10463,,,,,,1963,2,D4,795000,8/23/2019 0:00,,
5230,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 8C",,10463,,,,,,1963,2,D4,629000,8/22/2019 0:00,,
5231,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 3M",,10463,,,,,,1963,2,D4,523546,10/10/2019 0:00,,
5232,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 3H",,10463,,,,,,1963,2,D4,799900,11/4/2019 0:00,,
5233,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,436,,D4,"3777 INDEPENDENCE AVENUE, 4L",,10463,,,,,,1963,2,D4,690000,7/18/2019 0:00,,
5234,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, 5AE",,10463,,,,,,1954,2,D4,400000,1/30/2019 0:00,,
5235,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, BW",,10463,,,,,,1954,2,D4,341211,2/5/2019 0:00,,
5236,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TER, 6D-E",,10463,,,,,,1954,2,D4,400538,4/29/2019 0:00,,
5237,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, 4H/E",,10463,,,,,,1954,2,D4,312000,6/5/2019 0:00,,
5238,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, 3BE",,10463,,,,,,1954,2,D4,395000,6/25/2019 0:00,,
5239,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, 6EE",,10463,,,,,,1954,2,D4,170000,3/14/2019 0:00,,
5240,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, 5EE",,10463,,,,,,1954,2,D4,200000,12/19/2019 0:00,,
5241,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,448,,D4,"3750 HUDSON MANOR TERRACE, HW",,10463,,,,,,1954,2,D4,286000,1/10/2019 0:00,,
5242,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,460,,D4,"3850 HUDSON MANOR TERRACE, HE",,10463,,,,,,1954,2,D4,210000,9/19/2019 0:00,,
5243,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,460,,D4,"3850 HUDSON MANOR TERRACE, EE",,10463,,,,,,1954,2,D4,157500,10/11/2019 0:00,,
5244,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,460,,D4,"3850 HUDSON MANOR TERRACE, 3F E",,10463,,,,,,1954,2,D4,432000,7/10/2019 0:00,,
5245,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,460,,D4,"3850 HUDSON MANOR TERRACE, AW",,10463,,,,,,1954,2,D4,325000,5/14/2019 0:00,,
5246,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5919,460,,D4,"3850 HUDSON MANOR TERR, 4EE",,10463,,,,,,1954,2,D4,215000,3/8/2019 0:00,,
5247,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVE, 5A",,10463,,,,,,1963,2,D4,340000,8/20/2019 0:00,,
5248,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 3M",,10463,,,,,,1963,2,D4,215000,2/7/2019 0:00,,
5249,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 2J",,10463,,,,,,1963,2,D4,164000,3/7/2019 0:00,,
5250,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 2K",,10463,,,,,,1963,2,D4,40000,9/11/2019 0:00,,
5251,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 6D",,10463,,,,,,1963,2,D4,220000,3/11/2019 0:00,,
5252,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 1G",,10463,,,,,,1963,2,D4,375000,10/31/2019 0:00,,
5253,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVE, 5N",,10463,,,,,,1963,2,D4,448000,9/18/2019 0:00,,
5254,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 2B",,10463,,,,,,1963,2,D4,115000,5/30/2019 0:00,,
5255,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVE, 4L",,10463,,,,,,1963,2,D4,158000,5/22/2019 0:00,,
5256,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,510,,D4,"679 W. 239TH STREET, 3A",,10463,,,,,,1960,2,D4,428075,3/20/2019 0:00,,
5257,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,510,,D4,"679 WEST 239TH ST, 2J",,10463,,,,,,1960,2,D4,210000,2/14/2019 0:00,,
5258,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,510,,D4,"679 WEST 239TH STREET, 6F",,10463,,,,,,1960,2,D4,458175,2/13/2019 0:00,,
5259,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,653,,D4,"3671 HUDSON MANOR TERRACE, 14LM",,10463,,,,,,1963,2,D4,695000,8/7/2019 0:00,,
5260,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,653,,D4,"3671 HUDSON MANOR TERRACE, 5J",,10463,,,,,,1963,2,D4,0,8/30/2019 0:00,,
5261,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,653,,D4,"3671 HUDSON MANOR TERRACE, 16AB",,10463,,,,,,1963,2,D4,0,5/16/2019 0:00,,
5262,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,653,,D4,"3671 HUDSON MANOR TERRACE, 8M",,10463,,,,,,1963,2,D4,10,1/7/2019 0:00,,
5263,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,653,,D4,"3671 HUDSON MANOR TERRACE, 15A",,10463,,,,,,1963,2,D4,240000,11/25/2019 0:00,,
5264,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PKWY, 12G",,10471,,,,,,1952,2,D4,130000,8/7/2019 0:00,,
5265,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PARKWAY W, 11G",,10471,,,,,,1952,2,D4,133000,4/9/2019 0:00,,
5266,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PARKWAY, 6B",,10471,,,,,,1952,2,D4,259000,4/23/2019 0:00,,
5267,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PARKWAY, 11J",,10471,,,,,,1952,2,D4,400000,11/21/2019 0:00,,
5268,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PARKWAY, 12C",,10471,,,,,,1952,2,D4,200000,6/28/2019 0:00,,
5269,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5946,52,,D4,"5355 HENRY HUDSON PARKWAY, 11E",,10471,,,,,,1952,2,D4,360000,1/14/2019 0:00,,
5270,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5450 NETHERLAND AVENUE, E-64",,10471,,,,,,1939,2,D4,229000,3/6/2019 0:00,,
5271,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5450 NETHERLAND AVENUE, E42",,10471,,,,,,1939,2,D4,330000,12/20/2019 0:00,,
5272,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5450 NETHERLAND AVENUE, E45",,10471,,,,,,1939,2,D4,242000,7/2/2019 0:00,,
5273,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5420 NETHERLAND AVE, B53",,10471,,,,,,1939,2,D4,210000,5/31/2019 0:00,,
5274,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5410 NETHERLAND AVENUE, A34",,10471,,,,,,1939,2,D4,320000,4/17/2019 0:00,,
5275,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5410 NETHERLAND AVENUE, A23",,10471,,,,,,1939,2,D4,212500,2/13/2019 0:00,,
5276,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5450 NETHERLAND AVENUE, E-13",,10471,,,,,,1939,2,D4,220000,6/5/2019 0:00,,
5277,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,406,,D4,"5450 NETHERLAND AVENUE, E-31",,10471,,,,,,1939,2,D4,319000,12/20/2019 0:00,,
5278,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,475,,D4,"5414 ARLINGTON AVENUE, J21",,10471,,,,,,1939,2,D4,310000,9/13/2019 0:00,,
5279,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,475,,D4,"5424 ARLINGTON AVENUE, H23",,10471,,,,,,1939,2,D4,305000,5/17/2019 0:00,,
5280,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5950,475,,D4,"5445 NETHERLAND AVENUE, F-52",,10471,,,,,,1939,2,D4,225000,2/14/2019 0:00,,
5281,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 15H",,10471,,,,,,1961,2,D4,415000,10/15/2019 0:00,,
5282,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 11E",,10471,,,,,,1961,2,D4,323500,6/27/2019 0:00,,
5283,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 15L",,10471,,,,,,1961,2,D4,315000,10/10/2019 0:00,,
5284,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 7O",,10471,,,,,,1961,2,D4,279300,8/30/2019 0:00,,
5285,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 6P",,10471,,,,,,1961,2,D4,142000,12/17/2019 0:00,,
5286,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 16T",,10471,,,,,,1961,2,D4,0,8/15/2019 0:00,,
5287,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVE, 11N",,10471,,,,,,1961,2,D4,178000,12/11/2019 0:00,,
5288,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 5S",,10471,,,,,,1961,2,D4,270000,8/20/2019 0:00,,
5289,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 3L",,10471,,,,,,1961,2,D4,325000,7/12/2019 0:00,,
5290,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 19J",,10471,,,,,,1961,2,D4,789504,10/17/2019 0:00,,
5291,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 5W",,10471,,,,,,1961,2,D4,380000,9/13/2019 0:00,,
5292,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, #22F",,10471,,,,,,1961,2,D4,0,12/11/2019 0:00,,
5293,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVE, 15T",,10471,,,,,,1961,2,D4,308000,9/18/2019 0:00,,
5294,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 12E",,10471,,,,,,1961,2,D4,245000,1/23/2019 0:00,,
5295,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 12T",,10471,,,,,,1961,2,D4,382741,6/27/2019 0:00,,
5296,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 21X",,10471,,,,,,1961,2,D4,440000,9/18/2019 0:00,,
5297,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 12V",,10471,,,,,,1961,2,D4,380000,8/8/2019 0:00,,
5298,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 20J",,10471,,,,,,1961,2,D4,630000,5/30/2019 0:00,,
5299,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,38,,D4,"5700 ARLINGTON AVENUE, 12A",,10471,,,,,,1961,2,D4,210000,2/8/2019 0:00,,
5300,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 16A",,10471,,,,,,1961,2,D4,215000,11/7/2019 0:00,,
5301,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 6W",,10471,,,,,,1961,2,D4,300000,8/7/2019 0:00,,
5302,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVE, 9-W",,10471,,,,,,1961,2,D4,420000,9/25/2019 0:00,,
5303,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 4F",,10471,,,,,,1961,2,D4,280000,10/2/2019 0:00,,
5304,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 9D",,10471,,,,,,1961,2,D4,225000,6/12/2019 0:00,,
5305,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 18O",,10471,,,,,,1961,2,D4,182000,8/22/2019 0:00,,
5306,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 2K",,10471,,,,,,1961,2,D4,0,1/24/2019 0:00,,
5307,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,230,,D4,"5800 ARLINGTON AVENUE, 5O",,10471,,,,,,1961,2,D4,274000,8/26/2019 0:00,,
5308,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 2H",,10471,,,,,,1962,2,D4,390000,12/20/2019 0:00,,
5309,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 18M",,10471,,,,,,1962,2,D4,295000,9/9/2019 0:00,,
5310,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 8R",,10471,,,,,,1962,2,D4,288000,3/7/2019 0:00,,
5311,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 19P",,10471,,,,,,1962,2,D4,139000,1/30/2019 0:00,,
5312,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 15N",,10471,,,,,,1962,2,D4,110000,12/18/2019 0:00,,
5313,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVE, 16B",,10471,,,,,,1962,2,D4,0,10/21/2019 0:00,,
5314,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 1F",,10471,,,,,,1962,2,D4,0,8/22/2019 0:00,,
5315,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 5G",,10471,,,,,,1962,2,D4,400000,4/9/2019 0:00,,
5316,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 15G",,10471,,,,,,1962,2,D4,410000,9/17/2019 0:00,,
5317,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 19N",,10471,,,,,,1962,2,D4,0,11/13/2019 0:00,,
5318,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 5V",,10471,,,,,,1962,2,D4,316450,2/28/2019 0:00,,
5319,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 11L",,10471,,,,,,1962,2,D4,338000,12/12/2019 0:00,,
5320,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 22-T",,10471,,,,,,1962,2,D4,330000,9/9/2019 0:00,,
5321,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 9V",,10471,,,,,,1962,2,D4,415000,6/20/2019 0:00,,
5322,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 16F",,10471,,,,,,1962,2,D4,446160,5/1/2019 0:00,,
5323,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 15B",,10471,,,,,,1962,2,D4,740000,12/5/2019 0:00,,
5324,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVE, 22F",,10471,,,,,,1962,2,D4,295000,6/10/2019 0:00,,
5325,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 11E",,10471,,,,,,1962,2,D4,328536,8/20/2019 0:00,,
5326,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 17K",,10471,,,,,,1962,2,D4,410000,8/27/2019 0:00,,
5327,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, #19EF",,10471,,,,,,1962,2,D4,595000,9/9/2019 0:00,,
5328,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, #15V",,10471,,,,,,1962,2,D4,415000,9/13/2019 0:00,,
5329,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,240,,D4,"5900 ARLINGTON AVENUE, 21D",,10471,,,,,,1962,2,D4,287500,5/30/2019 0:00,,
5330,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 2K",,10471,,,,,,1954,2,D4,155000,2/6/2019 0:00,,
5331,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 2C",,10471,,,,,,1954,2,D4,200000,8/9/2019 0:00,,
5332,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 2D",,10471,,,,,,1954,2,D4,409000,5/29/2019 0:00,,
5333,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 3-O",,10471,,,,,,1954,2,D4,320000,3/6/2019 0:00,,
5334,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 7K",,10471,,,,,,1954,2,D4,0,4/5/2019 0:00,,
5335,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,545,,D4,"5601 RIVERDALE AVENUE, 6K",,10471,,,,,,1954,2,D4,220000,8/14/2019 0:00,,
5336,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5620 NETHERLAND AVENUE, 2B",,10471,,,,,,1949,2,D4,162000,10/29/2019 0:00,,
5337,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5635 NETHERLAND AVE, 3G",,10471,,,,,,1949,2,D4,242000,6/5/2019 0:00,,
5338,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5640 NETHERLAND AVE, 5G",,10471,,,,,,1949,2,D4,238000,11/22/2019 0:00,,
5339,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5650 NETHERLAND AVE, 3C",,10471,,,,,,1949,2,D4,167000,3/18/2019 0:00,,
5340,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5640 NETHERLAND AVENUE, 2C",,10471,,,,,,1949,2,D4,165000,2/8/2019 0:00,,
5341,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5615 NETHERLAND AVENUE, 5C",,10471,,,,,,1949,2,D4,165000,12/3/2019 0:00,,
5342,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5640 NETHERLAND AVENUE, 3A",,10471,,,,,,1949,2,D4,155000,6/10/2019 0:00,,
5343,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5635 NETHERLAND AVENUE, 5B",,10471,,,,,,1949,2,D4,154000,5/23/2019 0:00,,
5344,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5621 NETHERLAND AVENUE, 1F",,10471,,,,,,1949,2,D4,100000,4/15/2019 0:00,,
5345,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5621 NETHERLAND AVENUE, 5A",,10471,,,,,,1949,2,D4,0,7/17/2019 0:00,,
5346,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5615 NETHERLAND AVENUE, 2F",,10471,,,,,,1949,2,D4,94000,5/6/2019 0:00,,
5347,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5620 NETHERLAND AVENUE, 6C",,10471,,,,,,1949,2,D4,162500,5/6/2019 0:00,,
5348,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5645 NETHERLAND AVENUE, 6C",,10471,,,,,,1949,2,D4,165000,3/7/2019 0:00,,
5349,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5645 NETHERLAND AVENUE, 3E",,10471,,,,,,1949,2,D4,165000,12/13/2019 0:00,,
5350,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5621 NETHERLAND AVE, 6B",,10471,,,,,,1949,2,D4,168000,3/11/2019 0:00,,
5351,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5620 NETHERLAND AVENUE, 4F",,10471,,,,,,1949,2,D4,92000,9/4/2019 0:00,,
5352,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5953,550,,D4,"5615 NETHERLAND AVE, 6E",,10471,,,,,,1949,2,D4,165000,12/6/2019 0:00,,
5353,2,RIVERDALE,12 CONDOS - WALKUP APARTMENTS,2,5789,1115,,R2,"3205 ARLINGTON AVENUE, 5B",5B,10463,1,0,1,0,0,2006,2,R2,728000,10/24/2019 0:00,,
5354,2,RIVERDALE,12 CONDOS - WALKUP APARTMENTS,2,5944,1001,,R2,"4961 HENRY HUDSON PARKWAY WEST, 4961",4961,10471,1,0,1,0,0,1940,2,R2,685000,10/2/2019 0:00,,
5355,2,RIVERDALE,12 CONDOS - WALKUP APARTMENTS,2,5944,1007,,R2,"4975 HENRY HUDSON PARKWAY, 4975",4975,10471,1,0,1,0,0,1940,2,R2,675000,11/25/2019 0:00,,
5356,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5723,1057,,R4,"2287 JOHNSON AVENUE, 6F",6F,10463,1,0,1,0,0,1983,2,R4,585000,3/27/2019 0:00,,
5357,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5723,1070,,R4,"2287 JOHNSON AVENUE, 17H",17H,10463,1,0,1,0,0,1983,2,R4,485000,10/15/2019 0:00,,
5358,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5725,1005,,R4,"2600 HENRY HUDSON PARKWAY, 2A",2A,10463,1,0,1,0,0,,2,R4,425000,2/20/2019 0:00,,
5359,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5725,1019,,R4,"2600 HENRY HUDSON PKWY E, 5C",5C,10463,1,0,1,0,0,,2,R4,420000,12/10/2019 0:00,,
5360,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5725,1020,,R4,"2600 HENRY HUDSON PKWY E, 5D",5D,10463,1,0,1,0,0,,2,R4,267500,1/11/2019 0:00,,
5361,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5725,1024,,R4,"2600 HENRY HUDSON PKWY E, 6D",6D,10463,1,0,1,0,0,,2,R4,0,9/11/2019 0:00,,
5362,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5780,1044,,R4,"445 WEST 240, 5B",5B,10463,1,0,1,0,0,1949,2,R4,490000,3/28/2019 0:00,,
5363,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5780,1068,,R4,"445 WEST 240 STREET, 7B",7B,10463,1,0,1,0,0,1949,2,R4,470000,8/1/2019 0:00,,
5364,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5780,1078,,R4,"445 WEST 240TH STREET, 7N",7N,10463,1,0,1,0,0,1949,2,R4,350000,9/11/2019 0:00,,
